Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform
F9: The Fast Saga,Movie,2021-06-25,8580.0,Action,,58.0,5.2,139931,tt5433138,200000000.0,726229501.0,others
The Ice Road,Movie,2021-06-25,6540.0,Action,,42.0,5.6,43458,tt3758814,,7502846.0,others
Werewolves Within,Movie,2021-07-02,5820.0,Comedy,,66.0,6.0,21611,tt9288692,,991898.0,others
False Positive,Movie,2021-06-25,5520.0,Horror,,54.0,4.7,6551,tt10096842,,,hulu
Lansky,Movie,2021-06-25,7140.0,Biography,,45.0,6.2,8541,tt5078852,5000000.0,136579.0,others
I Carry You with Me,Movie,2021-07-08,6660.0,Drama,,76.0,6.7,1312,tt11388990,,193860.0,others
America: The Motion Picture,Movie,2021-06-30,5880.0,Animation,,38.0,5.6,6865,tt6733874,,,netflix
No Sudden Move,Movie,2021-07-01,6900.0,Crime,,76.0,6.4,37313,tt11525644,,,others
The Tomorrow War,Movie,2021-07-02,8280.0,Action,,45.0,6.5,212100,tt9777666,200000000.0,14400000.0,amazon
The Forever Purge,Movie,2021-07-02,6180.0,Action,,53.0,5.4,37036,tt10327252,18000000.0,76994245.0,others
Fear Street: Part One - 1994,Movie,2021-07-02,6420.0,Drama,,67.0,6.2,85391,tt6566576,,,others
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",Movie,2021-07-02,7080.0,Documentary,0.0,96.0,8.0,12697,tt11422728,,3695948.0,others
Black Widow,Movie,2021-07-09,8040.0,Action,,68.0,6.7,392570,tt3480822,200000000.0,379751655.0,others
Fear Street: Part Two - 1978,Movie,2021-07-09,6540.0,Drama,,61.0,6.7,68094,tt9701940,,,others
Gunpowder Milkshake,Movie,2021-07-14,6840.0,Action,,47.0,6.0,47191,tt8368408,30000000.0,1015760.0,others
Space Jam: A New Legacy,Movie,2021-07-15,6900.0,Animation,,36.0,4.5,74944,tt3554046,150000000.0,163692228.0,others
Fear Street: Part Three - 1666,Movie,2021-07-16,6840.0,Horror,,68.0,6.6,56676,tt9701942,,,others
Die in a Gunfight,Movie,2021-07-16,5520.0,Action,,23.0,4.4,3074,tt1697800,,68643.0,others
Pig,Movie,2021-07-16,5520.0,Drama,,82.0,6.9,80024,tt11003218,,3889432.0,others
Out of Death,Movie,2021-07-16,5760.0,Crime,,,3.3,5283,tt12528166,,95813.0,others
Roadrunner: A Film About Anthony Bourdain,Movie,2021-07-16,7140.0,Documentary,,,7.7,8235,tt14512538,,5492017.0,others
How It Ends,Movie,2018-07-13,6780.0,Action,,36.0,5.0,55229,tt5246700,20000000.0,,netflix
Trollhunters: Rise of the Titans,Movie,2021-07-21,6240.0,Animation,,,6.6,5417,tt12851396,,,netflix
Old,Movie,2021-07-23,6480.0,Drama,,55.0,5.8,131813,tt10954652,18000000.0,90146510.0,others
Joe Bell,Movie,2021-07-23,5640.0,Biography,,54.0,6.2,8206,tt4651466,,1736318.0,others
Jolt,Movie,2021-07-23,5460.0,Action,,48.0,5.6,32943,tt10228134,,238524.0,amazon
Midnight in the Switchgrass,Movie,2021-07-23,5940.0,Action,,24.0,4.5,8759,tt11656220,15000000.0,229811.0,others
Broken Diamonds,Movie,2021-07-23,5400.0,Drama,,34.0,5.6,295,tt6484398,,,others
Val,Movie,2021-08-06,6540.0,Documentary,,73.0,7.6,13385,tt14731254,,,others
Ailey,Movie,2021-07-23,5700.0,Documentary,,77.0,6.7,274,tt13622084,,214328.0,others
Jungle Cruise,Movie,2021-07-30,7620.0,Action,,50.0,6.6,197824,tt0870154,200000000.0,220889446.0,others
Vivo,Movie,2021-08-06,5700.0,Animation,,66.0,6.7,20036,tt6338498,,278381.0,others
Stillwater,Movie,2021-07-30,8340.0,Crime,,60.0,6.6,46318,tt10696896,,19754272.0,others
The Green Knight,Movie,2021-07-30,7800.0,Adventure,,85.0,6.6,105978,tt9243804,,18887953.0,others
Nine Days,Movie,2021-07-30,7440.0,Drama,,72.0,6.8,9355,tt10451852,,967662.0,others
The Evening Hour,Movie,2021-07-13,6840.0,Drama,,47.0,5.4,318,tt5554356,,,others
Lorelei,Movie,2021-07-30,6660.0,Drama,,71.0,6.4,2118,tt6461318,,12642.0,others
Enemies of the State,Movie,2021-07-30,6180.0,Documentary,,74.0,6.0,706,tt10388028,,8495.0,others
The Suicide Squad,Movie,2021-08-05,7920.0,Action,,72.0,7.2,366722,tt6334354,185000000.0,168717425.0,others
Naked Singularity,Movie,2021-08-13,5580.0,Comedy,,36.0,4.8,2656,tt9598214,,14571.0,others
John and the Hole,Movie,2021-08-06,6180.0,Drama,,61.0,5.2,3556,tt11307724,,26069.0,others
Swan Song,Movie,2021-12-17,6960.0,Drama,1.0,66.0,6.8,15316,tt13207508,,,others
She Ball,Movie,2022-05-09,5820.0,Comedy,,,3.2,418,tt7768784,,,others
The Kissing Booth 3,Movie,2021-08-11,6720.0,Comedy,,36.0,4.8,18687,tt12783454,,,netflix
Homeroom,Movie,2021-08-12,5400.0,Documentary,,68.0,5.7,266,tt13622168,,,others
Free Guy,Movie,2021-08-13,6900.0,Action,1.0,62.0,7.1,385501,tt6264654,120000000.0,331526598.0,others
Respect,Movie,2021-08-13,8700.0,Biography,,61.0,6.6,16152,tt2452150,55000000.0,32882823.0,others
Beckett,Movie,2021-08-13,6600.0,Action,,52.0,5.7,27082,tt10230994,,,netflix
Don't Breathe 2,Movie,2021-08-13,5880.0,Action,,46.0,6.0,61739,tt6246322,,53785551.0,others
CODA,Movie,2021-08-13,6660.0,Comedy,0.0,72.0,8.0,143575,tt10366460,10000000.0,1911296.0,others
Not Going Quietly,Movie,2021-08-13,5760.0,Documentary,,73.0,7.8,123,tt11905538,,,others
Reminiscence,Movie,2021-08-20,6960.0,Mystery,,46.0,5.9,59280,tt3272066,54000000.0,16400193.0,others
The Protégé,Movie,2021-08-20,6540.0,Action,,48.0,6.1,34283,tt6079772,,8737253.0,others
Sweet Girl,Movie,2021-08-20,6600.0,Action,,46.0,5.5,33226,tt10731768,,,netflix
The Night House,Movie,2021-08-20,6420.0,Horror,,68.0,6.5,58553,tt9731534,,15437703.0,others
Flag Day,Movie,2021-08-20,6540.0,Crime,,53.0,5.4,3049,tt2304637,,1301424.0,others
Cryptozoo,Movie,2021-08-20,5700.0,Animation,,74.0,6.4,1939,tt13622118,,37883.0,others
Really Love,Movie,2021-08-25,5700.0,Drama,,,6.1,985,tt8722624,,,others
Vacation Friends,Movie,2021-08-27,6180.0,Adventure,,49.0,6.3,23777,tt3626476,,,hulu
No Man of God,Movie,2021-08-27,6000.0,Biography,,67.0,6.4,8184,tt13507778,,215876.0,others
Rushed,Movie,2021-08-27,6060.0,Crime,,,5.6,2711,tt10430850,,,others
Afterlife of the Party,Movie,2021-09-02,6540.0,Comedy,,,5.8,9796,tt11742798,,,netflix
Shang-Chi and the Legend of the Ten Rings,Movie,2021-09-03,7920.0,Action,1.0,71.0,7.4,397139,tt9376612,200000000.0,432243292.0,others
Worth,Movie,2021-09-03,7080.0,Biography,,67.0,6.8,16070,tt8009744,,106645.0,others
The Gateway,Movie,2018-02-13,5400.0,Sci-Fi,,,5.4,5201,tt6179746,1100000.0,10878.0,others
Wild Indian,Movie,2021-09-03,5400.0,Crime,,74.0,5.8,1484,tt11433048,,197.0,others
We Need to Do Something,Movie,2021-09-03,5820.0,Horror,,48.0,4.5,3249,tt13363828,,15318.0,others
Kate,Movie,2021-09-10,6360.0,Action,,47.0,6.2,65161,tt7737528,,,netflix
Everybody's Talking About Jamie,Movie,2021-09-17,6900.0,Biography,1.0,62.0,6.5,7219,tt8635092,,,amazon
Malignant,Movie,2021-09-10,6660.0,Crime,,51.0,6.2,96400,tt3811906,40000000.0,34891791.0,others
Queenpins,Movie,2021-09-10,6600.0,Comedy,,45.0,6.3,15560,tt9054192,7000000.0,1277031.0,others
The Card Counter,Movie,2021-09-10,6660.0,Crime,,77.0,6.2,37833,tt11196036,,5040759.0,others
Come from Away,Movie,2021-09-10,6360.0,Comedy,,83.0,8.5,3348,tt7638556,,,others
The Voyeurs,Movie,2021-09-10,6960.0,Drama,,54.0,6.0,24685,tt11235772,,,amazon
Small Engine Repair,Movie,2021-09-10,6120.0,Comedy,,57.0,6.5,4173,tt9789042,,110995.0,others
Language Lessons,Movie,2021-09-10,5460.0,Comedy,,68.0,7.1,2498,tt14031338,,75627.0,others
Show Me the Father,Movie,2021-09-10,5460.0,Documentary,,,6.6,474,tt14769324,,1919165.0,others
Bad Candy,Movie,2021-09-10,6180.0,Horror,,,4.0,3206,tt6561576,,7748.0,others
Generation Wrecks,Movie,2021-09-12,6720.0,Comedy,,,9.1,138,tt10042868,,,others
Nightbooks,Movie,2021-09-15,6180.0,Family,,65.0,5.8,9669,tt10521144,,,netflix
The Starling,Movie,2021-09-24,6120.0,Comedy,,31.0,6.3,14099,tt5164438,,,netflix
The Eyes of Tammy Faye,Movie,2021-09-17,7560.0,Biography,0.0,55.0,6.6,36009,tt9115530,,2676180.0,others
Cry Macho,Movie,2021-09-17,6240.0,Drama,,58.0,5.7,29236,tt1924245,,16510734.0,others
Copshop,Movie,2021-09-17,6420.0,Action,,61.0,6.2,33992,tt5748448,,6807158.0,others
Blue Bayou,Movie,2021-09-17,7020.0,Drama,,58.0,7.1,8638,tt11121664,,919649.0,others
Prisoners of the Ghostland,Movie,2021-09-17,6180.0,Fantasy,,53.0,4.2,12455,tt6372694,,80425.0,others
Best Sellers,Movie,2021-09-17,6120.0,Comedy,,54.0,6.2,4926,tt10339052,,336174.0,others
Lady of the Manor,Movie,2021-09-17,5760.0,Comedy,,30.0,5.3,2099,tt11826450,1000000.0,,others
The Nowhere Inn,Movie,2021-09-16,5460.0,Comedy,,60.0,5.7,1339,tt10441822,,62337.0,others
My Name Is Pauli Murray,Movie,2021-10-01,5460.0,Documentary,,73.0,7.0,452,tt11092594,,,others
Intrusion,Movie,2021-09-22,5520.0,Drama,,39.0,5.3,18944,tt5563324,,,netflix
My Little Pony: A New Generation,Movie,2021-09-24,5400.0,Animation,,,6.8,4082,tt10101702,,1382366.0,others
Dear Evan Hansen,Movie,2021-09-24,8220.0,Drama,,39.0,6.1,15912,tt9357050,28000000.0,19133454.0,others
The Guilty,Movie,2021-10-01,5400.0,Crime,,63.0,6.3,133066,tt9421570,,,netflix
Birds of Paradise,Movie,2021-09-24,6780.0,Drama,,57.0,5.9,2583,tt11771006,,,amazon
After We Fell,Movie,2021-10-22,5880.0,Drama,,,4.7,16492,tt13069986,,21753705.0,others
Venom: Let There Be Carnage,Movie,2021-10-01,5820.0,Action,,49.0,5.9,234291,tt7097896,110000000.0,506863592.0,others
The Many Saints of Newark,Movie,2021-10-01,7200.0,Crime,,60.0,6.3,57105,tt8110232,50000000.0,13037403.0,others
The Addams Family 2,Movie,2021-10-01,5580.0,Animation,,37.0,5.4,13968,tt11125620,,119815153.0,others
Old Henry,Movie,2021-10-01,5940.0,Action,,69.0,7.2,29409,tt12731980,,77463.0,others
The Jesus Music,Movie,2021-10-01,6540.0,Documentary,,42.0,7.2,540,tt14857602,,1016725.0,others
Mayday,Movie,2021-10-01,6000.0,Drama,,45.0,4.3,1643,tt11271800,,2363134.0,others
God's Not Dead: We the People,Movie,2021-11-11,6600.0,Drama,,,4.2,1390,tt14578032,,1170367.0,others
There's Someone Inside Your House,Movie,2021-10-06,5760.0,Horror,,45.0,4.8,17669,tt8150814,,,netflix
No Time to Die,Movie,2021-10-08,9780.0,Action,2.0,68.0,7.3,415062,tt2382320,250000000.0,774153007.0,others
Mass,Movie,2021-10-15,6660.0,Drama,1.0,81.0,7.6,15806,tt11389748,,256359.0,others
South of Heaven,Movie,2021-10-08,7200.0,Action,,42.0,5.8,2117,tt11284502,,,others
Justin Bieber: Our World,Movie,2021-10-08,5640.0,Documentary,,46.0,4.8,801,tt15385930,,,others
Survive the Game,Movie,2021-10-08,5820.0,Action,,,3.0,3875,tt12861508,,59347.0,others
Halloween Kills,Movie,2021-10-15,6300.0,Horror,,42.0,5.5,89827,tt10665338,20000000.0,133423964.0,others
The Last Duel,Movie,2021-10-15,9120.0,Action,,67.0,7.4,163780,tt4244994,100000000.0,30552111.0,others
Needle in a Timestack,Movie,2021-10-14,6660.0,Drama,,42.0,5.2,1986,tt7099280,,,others
"Introducing, Selma Blair",Movie,2021-10-21,5400.0,Documentary,,80.0,7.9,761,tt14030526,,5700.0,others
The Velvet Underground,Movie,2021-10-15,7260.0,Documentary,,87.0,7.3,4660,tt7230750,,,others
Night Teeth,Movie,2021-10-20,6420.0,Action,,42.0,5.7,19747,tt10763820,25000000.0,,netflix
Dune,Movie,2021-10-22,9300.0,Action,4.0,74.0,8.0,663292,tt1160419,165000000.0,402027830.0,others
Ron's Gone Wrong,Movie,2021-10-22,6420.0,Animation,,65.0,7.0,36409,tt7504818,,60692022.0,others
The French Dispatch,Movie,2021-10-22,6420.0,Comedy,3.0,74.0,7.1,130810,tt8847712,25000000.0,46333545.0,others
The Harder They Fall,Movie,2021-11-03,8340.0,Action,0.0,68.0,6.6,66317,tt10696784,,8292.0,netflix
The Electrical Life of Louis Wain,Movie,2021-11-05,6660.0,Biography,,63.0,6.8,16916,tt10687506,,1509173.0,others
Passing,Movie,2021-11-10,5880.0,Drama,4.0,85.0,6.7,15518,tt8893974,,,netflix
Antlers,Movie,2021-10-29,5940.0,Drama,,57.0,5.9,40787,tt7740510,,18867659.0,others
Army of Thieves,Movie,2021-10-29,7620.0,Action,,49.0,6.4,81267,tt13024674,,,netflix
A Mouthful of Air,Movie,2021-10-29,6300.0,Drama,,52.0,6.0,1982,tt10925852,2300000.0,269435.0,others
The Souvenir: Part II,Movie,2021-11-19,6420.0,Drama,,90.0,7.2,3565,tt6992978,,380778.0,others
Paranormal Activity: Next of Kin,Movie,2021-10-29,5880.0,Horror,,37.0,5.2,14045,tt10515988,,,others
The Spine of Night,Movie,2021-12-24,5580.0,Animation,,58.0,6.4,2449,tt3885422,,,others
Violet,Movie,2021-11-05,5520.0,Drama,,61.0,5.9,1214,tt6852672,,,others
Heart of Champions,Movie,2021-10-29,7140.0,Drama,,,5.8,1608,tt10314548,,37000.0,others
Eternals,Movie,2021-11-05,9360.0,Action,,52.0,6.3,354731,tt9032400,200000000.0,402064899.0,others
Red Notice,Movie,2021-11-12,7080.0,Action,,37.0,6.3,287463,tt7991608,160000000.0,178143.0,netflix
Finch,Movie,2021-11-05,6900.0,Adventure,,57.0,6.9,87498,tt3420504,,,others
Spencer,Movie,2021-11-05,7020.0,Biography,1.0,76.0,6.6,71488,tt12536294,18000000.0,25246967.0,others
Dangerous,Movie,2021-11-05,5940.0,Action,,27.0,5.1,7428,tt3876910,8000000.0,164231.0,others
Love Hard,Movie,2021-11-05,6240.0,Comedy,,42.0,6.3,56029,tt10752004,,,netflix
The Beta Test,Movie,2021-10-15,5580.0,Comedy,,72.0,6.1,5623,tt11738830,,37536.0,others
Clifford the Big Red Dog,Movie,2021-11-10,5760.0,Animation,,55.0,5.9,14619,tt2397461,64000000.0,107347356.0,others
"tick, tick... BOOM!",Movie,2021-11-19,7200.0,Biography,2.0,74.0,7.5,110716,tt8721424,55000000.0,112777.0,others
Home Sweet Home Alone,Movie,2021-11-12,5580.0,Comedy,,35.0,3.6,18540,tt11012066,15000000.0,,disney
Apex,Movie,2021-11-12,5580.0,Action,,,3.0,5533,tt13265876,,11984.0,others
The Power of the Dog,Movie,2021-12-01,7560.0,Drama,11.0,89.0,6.8,181241,tt10293406,,271009.0,netflix
Bruised,Movie,2021-11-24,7740.0,Drama,,52.0,6.2,15305,tt8310474,11000000.0,,netflix
Ghostbusters: Afterlife,Movie,2021-11-19,7440.0,Adventure,1.0,45.0,7.1,190346,tt4513678,75000000.0,204334455.0,others
King Richard,Movie,2021-11-19,8640.0,Biography,5.0,76.0,7.5,120686,tt9620288,50000000.0,39429285.0,others
C'mon C'mon,Movie,2021-11-24,6540.0,Drama,1.0,82.0,7.4,33823,tt10986222,8300000.0,4499395.0,others
Encanto,Movie,2021-11-24,6120.0,Animation,2.0,75.0,7.2,233608,tt2953050,50000000.0,256786742.0,others
House of Gucci,Movie,2021-11-24,9480.0,Biography,1.0,59.0,6.6,143890,tt11214590,75000000.0,153269161.0,others
The Unforgivable,Movie,2021-12-10,6720.0,Crime,,41.0,7.1,112884,tt11233960,,13062.0,netflix
Resident Evil: Welcome to Raccoon City,Movie,2021-11-24,6420.0,Action,,44.0,5.2,57226,tt6920084,25000000.0,41914915.0,others
8-Bit Christmas,Movie,2021-11-24,5820.0,Comedy,,66.0,6.7,19208,tt11540284,,,others
The Humans,Movie,2021-11-24,6480.0,Drama,,78.0,6.2,9164,tt10023286,,47029.0,others
Licorice Pizza,Movie,2021-12-25,7980.0,Comedy,3.0,90.0,7.2,125508,tt11271038,40000000.0,33273330.0,others
Single All the Way,Movie,2021-12-02,5940.0,Comedy,,49.0,6.1,17776,tt14315756,,,netflix
Back to the Outback,Movie,2021-12-10,5700.0,Animation,,58.0,6.5,9241,tt13575806,,,netflix
Encounter,Movie,2021-12-10,6480.0,Drama,,57.0,5.9,10302,tt12800524,,,others
Mixtape,Movie,2021-12-03,5580.0,Comedy,,,6.6,3866,tt1587420,,,netflix
Deadlock,Movie,2022-01-06,5820.0,Action,,,3.5,1860,tt10957044,11000000.0,,others
Don't Look Up,Movie,2021-12-24,8280.0,Comedy,4.0,49.0,7.2,553205,tt11286314,75000000.0,791863.0,netflix
National Champions,Movie,2021-12-10,6960.0,Drama,,52.0,5.7,1592,tt14547524,8000000.0,475488.0,others
Being the Ricardos,Movie,2021-12-21,7860.0,Biography,3.0,60.0,6.5,42796,tt4995540,,,others
Red Rocket,Movie,2021-12-24,7800.0,Comedy,,76.0,7.1,27154,tt13453006,1100000.0,2312554.0,others
The Hating Game,Movie,2021-12-10,6120.0,Comedy,,,6.2,19529,tt8718158,,1550834.0,others
Rumble,Movie,2021-12-15,5700.0,Animation,,48.0,5.9,7666,tt8337158,,,others
Spider-Man: No Way Home,Movie,2021-12-17,8880.0,Action,1.0,71.0,8.2,785694,tt10872600,200000000.0,1921847111.0,others
Nightmare Alley,Movie,2021-12-17,9000.0,Crime,4.0,70.0,7.0,151226,tt7740496,60000000.0,39629195.0,others
The Lost Daughter,Movie,2021-12-31,7260.0,Drama,3.0,86.0,6.7,68769,tt9100054,,703281.0,others
The Tender Bar,Movie,2022-01-07,6360.0,Drama,,53.0,6.7,30276,tt3108894,,,others
Mother/Android,Movie,2021-12-17,6600.0,Drama,,43.0,4.9,19992,tt13029044,,,hulu
Sing 2,Movie,2021-12-22,6600.0,Animation,,49.0,7.4,73966,tt6467266,85000000.0,408396446.0,others
The Matrix Resurrections,Movie,2021-12-22,8880.0,Action,1.0,63.0,5.7,258674,tt10838180,190000000.0,157286805.0,others
The King's Man,Movie,2021-12-22,7860.0,Action,,44.0,6.3,155546,tt6856242,100000000.0,125897478.0,others
The Tragedy of Macbeth,Movie,2022-01-14,6300.0,Drama,3.0,87.0,7.1,36217,tt10095582,,524771.0,others
A Journal for Jordan,Movie,2021-12-25,7860.0,Drama,,42.0,5.9,2348,tt0995854,,6682648.0,others
American Underdog,Movie,2021-12-25,6720.0,Biography,,53.0,7.1,17195,tt11729298,,26514814.0,others
Memoria,Movie,2021-09-30,8160.0,Drama,,91.0,6.5,9588,tt8399288,,588713.0,others
The 355,Movie,2022-01-07,7320.0,Action,,40.0,5.5,32336,tt8356942,75000000.0,27827745.0,others
The Legend of La Llorona,Movie,2022-01-11,5880.0,Horror,,,3.2,743,tt7267498,,369334.0,others
The Commando,Movie,2022-01-10,5580.0,Action,,,3.3,1355,tt12689248,2500000.0,30988.0,others
American Siege,Movie,2022-01-07,5460.0,Action,,,3.4,2033,tt13496236,3000000.0,121967.0,others
The Royal Treatment,Movie,2022-01-20,5760.0,Comedy,,36.0,5.2,10211,tt13989030,,,netflix
Redeeming Love,Movie,2022-01-21,8040.0,Drama,,32.0,6.7,9023,tt11365186,,9464198.0,others
The King's Daughter,Movie,2022-01-21,5880.0,Action,,31.0,5.1,4873,tt2328678,40500000.0,2231447.0,others
The Tiger Rising,Movie,2022-02-08,6120.0,Family,,33.0,4.6,770,tt1596557,,1115158.0,others
The Fallout,Movie,2022-01-27,5760.0,Drama,,84.0,7.0,26639,tt11847410,12000000.0,,others
Home Team,Movie,2022-01-28,5700.0,Comedy,,23.0,6.0,20122,tt14592064,,,netflix
Clean,Movie,2022-01-28,5640.0,Action,,44.0,5.6,9446,tt10023022,,318877.0,others
Jackass Forever,Movie,2022-02-04,5760.0,Documentary,,74.0,6.8,46623,tt11466222,10000000.0,80563999.0,others
Moonfall,Movie,2022-02-04,7800.0,Action,,41.0,5.1,86436,tt5834426,150000000.0,67295363.0,others
Last Looks,Movie,2022-02-04,6600.0,Comedy,,49.0,5.8,9169,tt9244554,,365644.0,others
Death on the Nile,Movie,2022-02-11,7620.0,Crime,,52.0,6.3,159070,tt7657566,90000000.0,137307235.0,others
Marry Me,Movie,2022-02-11,6720.0,Comedy,,51.0,6.1,35114,tt10223460,23000000.0,50477597.0,others
Blacklight,Movie,2022-02-11,6240.0,Action,,27.0,4.8,20655,tt14060094,43000000.0,15902207.0,others
I Want You Back,Movie,2022-02-11,6960.0,Comedy,,62.0,6.5,20983,tt6462958,,,amazon
Tall Girl 2,Movie,2022-02-11,5820.0,Comedy,,35.0,4.7,5340,tt16085592,24400000.0,,netflix
The Sky Is Everywhere,Movie,2022-02-11,6180.0,Drama,,66.0,5.6,1482,tt2201261,,,others
The In Between,Movie,2022-02-11,6900.0,Drama,,,5.9,8780,tt8851148,,,others
Fistful of Vengeance,Movie,2022-02-17,5760.0,Action,,44.0,4.4,7041,tt14158554,,,netflix
Uncharted,Movie,2022-02-18,6960.0,Action,,45.0,6.3,224070,tt1464335,120000000.0,401748820.0,others
Dog,Movie,2022-02-18,6060.0,Comedy,,61.0,6.5,39559,tt11252248,15000000.0,84774243.0,others
The Cursed,Movie,2022-02-18,6660.0,Fantasy,,62.0,6.2,12712,tt9907782,,4588389.0,others
Cyrano,Movie,2022-02-25,7380.0,Drama,1.0,66.0,6.4,12932,tt12889404,,6397112.0,others
Studio 666,Movie,2022-02-25,6360.0,Comedy,,50.0,5.7,10749,tt15374070,,3018515.0,others
Tyler Perry's A Madea Homecoming,Movie,2022-02-25,6300.0,Comedy,,42.0,5.6,4293,tt14813966,,,others
No Exit,Movie,2022-02-25,5700.0,Drama,,54.0,6.1,27688,tt7550014,,,hulu
Gasoline Alley,Movie,2022-02-24,5820.0,Action,,,3.8,2322,tt14174168,,32433.0,others
The Batman,Movie,2022-03-04,10560.0,Action,3.0,72.0,7.8,691237,tt1877830,200000000.0,770945583.0,others
After Yang,Movie,2022-03-04,5760.0,Drama,,78.0,6.7,18157,tt8633464,,729948.0,others
Fresh,Movie,2022-03-04,6840.0,Horror,,67.0,6.7,61574,tt13403046,,,hulu
A Day to Die,Movie,2022-03-22,6300.0,Action,,,3.5,4465,tt14412366,,98616.0,others
The Adam Project,Movie,2022-03-11,6360.0,Action,,55.0,6.7,211143,tt2463208,116000000.0,,netflix
Turning Red,Movie,2022-03-11,6000.0,Animation,1.0,83.0,7.0,132124,tt8097030,175000000.0,20122621.0,disney
Tyson's Run,Movie,2022-03-11,6180.0,Drama,,,6.2,334,tt3580748,,395627.0,others
Rescued by Ruby,Movie,2022-03-17,5400.0,Biography,,,7.1,9318,tt11278476,,,netflix
The Outfit,Movie,2022-03-18,6300.0,Crime,,69.0,7.1,51597,tt14114802,,4032313.0,others
Deep Water,Movie,2022-03-18,6900.0,Drama,,53.0,5.4,49613,tt2180339,48917499.0,,hulu
Windfall,Movie,2022-03-18,5520.0,Crime,,52.0,5.7,24765,tt15033192,,,netflix
X,Movie,2022-03-18,6300.0,Horror,,79.0,6.6,124403,tt13560574,1000000.0,14740889.0,others
Master,Movie,2021-01-13,10740.0,Action,,,7.3,78605,tt10579952,1350000000.0,28692230.0,amazon
Measure of Revenge,Movie,2022-08-26,5520.0,Thriller,,30.0,3.8,368,tt9075388,,,others
The Lost City,Movie,2022-03-25,6720.0,Action,,60.0,6.1,131883,tt13320622,68000000.0,192907684.0,others
Everything Everywhere All at Once,Movie,2022-04-08,8340.0,Action,4.0,81.0,7.9,426897,tt6710474,14300000.0,139085596.0,others
Infinite Storm,Movie,2022-03-25,5820.0,Drama,,56.0,5.2,6818,tt14060232,,1707067.0,others
Moonshot,Movie,2022-03-31,6240.0,Comedy,,58.0,5.6,5680,tt12585076,,,others
Morbius,Movie,2022-04-01,6240.0,Action,,35.0,5.2,134663,tt5108870,75000000.0,167460961.0,others
The Bubble,Movie,2022-04-01,7560.0,Comedy,,34.0,4.7,26226,tt13610562,,,netflix
The Contractor,Movie,2022-04-01,6180.0,Action,,52.0,5.8,23820,tt10323676,50000000.0,2122288.0,others
Better Nate Than Ever,Movie,2022-04-01,5640.0,Comedy,,66.0,6.4,2843,tt14696284,,,disney
Sonic the Hedgehog 2,Movie,2022-04-08,7320.0,Action,,47.0,6.5,72817,tt12412888,110000000.0,405421518.0,others
Ambulance,Movie,2022-04-08,8160.0,Action,,55.0,6.1,81064,tt4998632,40000000.0,52300984.0,others
All the Old Knives,Movie,2022-04-08,6060.0,Mystery,,62.0,6.1,25264,tt3706352,,,others
Metal Lords,Movie,2022-04-08,5820.0,Comedy,,59.0,6.7,29530,tt12141112,,,netflix
Father Stu,Movie,2022-04-15,7440.0,Biography,,40.0,6.5,24259,tt14439896,4000000.0,21798260.0,others
Fantastic Beasts: The Secrets of Dumbledore,Movie,2022-04-15,8520.0,Adventure,,47.0,6.2,150666,tt4123432,200000000.0,407150844.0,others
Dual,Movie,2022-05-20,5640.0,Comedy,,62.0,5.8,10264,tt9005184,4500000.0,425909.0,others
Titanic 666,Movie,2022-04-15,5460.0,Horror,,,3.3,2162,tt18394428,,66947.0,others
The Bad Guys,Movie,2022-04-22,6000.0,Animation,,64.0,6.8,47179,tt8115900,70000000.0,250162278.0,others
The Northman,Movie,2022-04-22,8220.0,Action,,82.0,7.1,224431,tt11138512,60000000.0,69633110.0,others
The Unbearable Weight of Massive Talent,Movie,2022-04-22,6420.0,Action,,68.0,7.0,116924,tt11291274,30000000.0,29116320.0,others
The Survivor,Movie,2022-04-27,7740.0,Biography,1.0,71.0,6.7,4935,tt9242528,,177291.0,others
Memory,Movie,2022-04-29,6840.0,Action,,41.0,5.7,29342,tt11827628,30000000.0,13897255.0,others
Crush,Movie,2022-04-29,5580.0,Comedy,,56.0,6.3,7720,tt15096128,,,hulu
Corrective Measures,Movie,2022-04-29,6360.0,Action,,,4.3,2558,tt15391770,,34489.0,others
Doctor Strange in the Multiverse of Madness,Movie,2022-05-06,7560.0,Action,,60.0,6.9,433460,tt9419884,200000000.0,955775804.0,others
Along for the Ride,Movie,2022-05-06,6360.0,Drama,,55.0,6.1,7636,tt14506528,,,netflix
Operation Mincemeat,Movie,2022-05-11,7680.0,Drama,,65.0,6.6,29715,tt1879016,,15710164.0,others
Senior Year,Movie,2022-05-13,6660.0,Comedy,,47.0,5.5,40029,tt5315212,,,netflix
Sneakerella,Movie,2022-05-13,6720.0,Comedy,,,4.8,1606,tt10160886,,,disney
Family Camp,Movie,2022-06-28,6660.0,Comedy,,,5.0,1188,tt11535358,,3973263.0,others
Montana Story,Movie,2022-07-16,6840.0,Drama,,73.0,6.5,1542,tt13656980,,292915.0,others
Downton Abbey: A New Era,Movie,2022-05-20,7440.0,Drama,,63.0,7.4,25734,tt11703710,40000000.0,92621236.0,others
Chip 'n Dale: Rescue Rangers,Movie,2022-05-20,5820.0,Animation,0.0,66.0,7.0,43031,tt3513500,70000000.0,623190.0,disney
